round,event_code,race_name,market_type,driver,grid_pos,finish_pos,outcome,yes_vwap,no_vwap,volume,n_trades,qual_end_utc,race_start_utc
24,ABUDGP25,Abu Dhabi,RACE,RUS,4,5,0,0.0206,0.9794,29762.0,96,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,PIA,3,2,0,0.0906,0.9094,69002.0,327,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACE,SAI,12,13,0,0.01,0.99,1459.0,8,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,LEC,5,4,0,0.1393,0.8607,23357.0,148,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,NOR,2,3,1,0.751,0.249,60494.0,276,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,HAM,16,8,0,0.0198,0.9802,1910.0,10,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,BEA,11,12,0,0.01,0.99,900.0,10,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,ANT,14,15,0,0.02,0.98,10935.0,34,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,STR,15,10,0,0.01,0.99,143.0,4,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,PIA,3,2,1,0.7297,0.2703,21921.0,147,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,VER,1,1,1,0.8945,0.1055,10569.0,144,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,SAI,12,13,0,0.02,0.98,10418.0,35,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,RUS,4,5,0,0.3937,0.6063,17839.0,236,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,HAD,9,17,0,0.021,0.979,5032.0,16,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,BOR,7,11,0,0.03,0.97,2784.0,12,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,RACEPODIUM,ALO,6,6,0,0.0531,0.9469,4016.0,27,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,FASTESTLAP,RUS,4,5,0,0.0685,0.9315,2963.0,35,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,FASTESTLAP,NOR,2,3,0,0.3394,0.6606,4029.0,83,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,FASTESTLAP,VER,1,1,0,0.3908,0.6092,38689.0,525,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,FASTESTLAP,TSU,10,14,0,0.0323,0.9677,753.0,8,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,FASTESTLAP,PIA,3,2,0,0.2072,0.7928,2153.0,74,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,FASTESTLAP,LEC,5,4,1,0.0498,0.9502,239.0,5,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
24,ABUDGP25,Abu Dhabi,FASTESTLAP,ANT,14,15,0,0.056,0.944,590.0,8,2025-12-06T15:20:00+00:00,2025-12-07T13:00:00+00:00
